Trajectory_ID,Latitude,Longitude,Order,Type
252,35.262638,-59.45518,7,Tanker
145,35.26397,-59.45525,18,Tanker
496,35.262928,-59.45456,3,Cargo
1156,35.2664,-59.45595,70,Cargo
1457,35.262684,-59.45285,9,Container
438,35.26265,-59.455616,0,Tanker
1360,35.26807,-59.450623,44,Cargo
1336,35.266617,-59.448353,30,Cargo
602,35.262894,-59.455677,21,Tanker
180,35.262894,-59.45453,16,Tanker
237,35.266106,-59.444805,37,Cargo
1332,35.268612,-59.445164,49,Cargo
613,35.26392,-59.4508,71,Tanker
970,35.263897,-59.453033,9,Cargo
28,35.263054,-59.452198,47,Tanker
441,35.26326,-59.454723,18,Cargo
1478,35.263454,-59.4554,17,Cargo
1014,35.26282,-59.449894,13,Cargo
927,35.263744,-59.454,33,Tanker
840,35.262623,-59.455414,1,Tanker
539,35.26376,-59.447906,34,Container
157,35.262806,-59.454014,21,Tanker
123,35.26318,-59.455627,31,Cargo
1578,35.26268,-59.454514,5,Container
509,35.26278,-59.45531,0,Cargo
860,35.264217,-59.45224,8,Cargo
4,35.262936,-59.453274,31,Tanker
909,35.262638,-59.454174,7,Cargo
740,35.262596,-59.45518,5,Tanker
292,35.262653,-59.45503,27,Tanker
1451,35.26356,-59.452473,13,Cargo
986,35.26599,-59.448654,42,Cargo
145,35.26703,-59.457672,60,Tanker
1531,35.262962,-59.443817,32,Cargo
1122,35.26378,-59.456844,19,Cargo
321,35.262672,-59.45543,3,Tanker
915,35.262814,-59.448856,27,Tanker
1421,35.262814,-59.449047,14,Cargo
672,35.266342,-59.45019,16,Cargo
1247,35.263165,-59.452038,52,Tanker
557,35.262943,-59.44582,29,Cargo
556,35.269894,-59.44275,34,Cargo
1223,35.263638,-59.45608,12,Cargo
51,35.265266,-59.448166,15,Cargo
626,35.263336,-59.450733,72,Tanker
1591,35.266018,-59.444,41,Cargo
152,35.266586,-59.44818,27,Cargo
146,35.264484,-59.450214,12,Cargo
1183,35.267574,-59.43693,51,Cargo
857,35.26269,-59.454727,11,Tanker
6,35.26296,-59.45152,9,Cargo
100,35.26327,-59.449986,17,Container
16,35.263264,-59.451252,61,Tanker
691,35.262638,-59.453968,5,Container
626,35.2632,-59.451702,59,Tanker
417,35.269363,-59.45517,92,Cargo
781,35.263435,-59.44922,13,Cargo
1388,35.262817,-59.45494,10,Tanker
532,35.272858,-59.419193,95,Cargo
407,35.262875,-59.45535,29,Cargo
364,35.264072,-59.44559,47,Container
352,35.263153,-59.452168,15,Cargo
436,35.262836,-59.454105,5,Cargo
278,35.26292,-59.453796,27,Tanker
532,35.27156,-59.424423,83,Cargo
583,35.26256,-59.45554,0,Tanker
87,35.262875,-59.44612,30,Cargo
741,35.262825,-59.45592,7,Cargo
919,35.262783,-59.456238,1,Cargo
1554,35.262714,-59.45458,3,Cargo
957,35.26526,-59.43643,36,Cargo
1428,35.26353,-59.454346,26,Tanker
840,35.26443,-59.44939,29,Tanker
1387,35.26582,-59.432343,75,Cargo
389,35.263668,-59.450703,14,Cargo
1342,35.263027,-59.453556,3,Cargo
1261,35.26297,-59.4519,15,Cargo
380,35.2639,-59.446926,38,Container
345,35.2628,-59.454285,1,Cargo
426,35.262608,-59.455673,1,Cargo
13,35.26392,-59.45686,14,Cargo
878,35.267765,-59.443848,61,Cargo
403,35.2633,-59.454483,20,Tanker
900,35.271385,-59.439133,64,Cargo
391,35.264618,-59.449474,16,Cargo
126,35.26277,-59.453938,21,Tanker
556,35.27937,-59.42412,85,Cargo
1592,35.262768,-59.454266,18,Tanker
687,35.265915,-59.45332,28,Cargo
1006,35.26517,-59.450665,89,Tanker
1442,35.262623,-59.454212,5,Container
801,35.264954,-59.445354,25,Cargo
170,35.262875,-59.453854,24,Tanker
403,35.263023,-59.4549,13,Tanker
976,35.264606,-59.45236,10,Cargo
1012,35.263187,-59.43556,39,Cargo
1491,35.263203,-59.441803,29,Cargo
175,35.266468,-59.455517,41,Cargo
1468,35.263718,-59.452225,7,Cargo
162,35.263508,-59.44835,28,Container
758,35.262688,-59.45578,4,Cargo
249,35.263836,-59.453938,20,Cargo
701,35.262894,-59.446945,28,Cargo
380,35.263683,-59.4487,30,Container
610,35.266705,-59.4469,22,Cargo
559,35.26466,-59.45189,65,Tanker
1528,35.263443,-59.455746,1,Cargo
352,35.263668,-59.449368,30,Cargo
51,35.265392,-59.447662,17,Cargo
339,35.264866,-59.43906,73,Tanker
320,35.262684,-59.452892,9,Cargo
232,35.264393,-59.453358,8,Cargo
820,35.26347,-59.449833,84,Tanker
584,35.26309,-59.45248,7,Cargo
507,35.26678,-59.447437,44,Cargo
1568,35.269436,-59.45711,26,Cargo
1125,35.26415,-59.441692,45,Cargo
643,35.262707,-59.452374,46,Tanker
757,35.264473,-59.448338,19,Cargo
880,35.263474,-59.452133,56,Tanker
579,35.26657,-59.457443,22,Cargo
48,35.263622,-59.453968,31,Tanker
1332,35.26401,-59.4534,8,Cargo
43,35.26684,-59.423878,85,Cargo
1141,35.26296,-59.45326,32,Tanker
320,35.263195,-59.440777,66,Cargo
1115,35.26254,-59.455235,2,Cargo
884,35.263805,-59.446396,42,Cargo
1046,35.262646,-59.455383,2,Tanker
1002,35.262604,-59.45493,4,Tanker
1371,35.267834,-59.45467,80,Cargo
566,35.262665,-59.451736,14,Container
1457,35.262653,-59.453777,6,Container
1122,35.270916,-59.457294,58,Cargo
906,35.26396,-59.45515,85,Tanker
1455,35.274548,-59.43805,80,Cargo
252,35.2632,-59.451065,68,Tanker
757,35.269825,-59.428463,70,Cargo
721,35.262646,-59.455463,2,Tanker
403,35.264725,-59.451904,66,Tanker
166,35.26421,-59.45657,35,Cargo
399,35.267014,-59.452595,53,Cargo
1348,35.26266,-59.455402,0,Cargo
619,35.26733,-59.447754,37,Cargo
587,35.26436,-59.454044,21,Cargo
223,35.2643,-59.447224,36,Cargo
903,35.2626,-59.455204,5,Tanker
380,35.265102,-59.43886,73,Container
99,35.266117,-59.455578,50,Cargo
1535,35.2683,-59.435223,95,Container
1019,35.264935,-59.441235,49,Cargo
1389,35.26373,-59.455776,58,Tanker
820,35.2626,-59.455597,0,Tanker
1148,35.265186,-59.45281,43,Tanker
1122,35.275166,-59.45743,76,Cargo
125,35.26897,-59.454998,75,Cargo
1159,35.26301,-59.444668,47,Container
1268,35.266743,-59.448734,45,Cargo
1265,35.267853,-59.43346,49,Cargo
1485,35.262707,-59.455395,4,Tanker
1433,35.262985,-59.453373,8,Cargo
1481,35.263645,-59.45399,7,Cargo
222,35.26287,-59.448273,30,Container
611,35.27421,-59.435886,49,Cargo
111,35.269184,-59.4323,57,Cargo
448,35.26269,-59.455902,7,Cargo
542,35.263653,-59.454086,8,Cargo
974,35.262707,-59.45531,5,Tanker
929,35.2646,-59.45158,10,Cargo
856,35.262768,-59.451534,8,Cargo
841,35.26369,-59.426243,78,Container
182,35.263004,-59.4419,42,Cargo
507,35.268677,-59.443256,65,Cargo
788,35.26913,-59.45215,70,Cargo
536,35.2648,-59.45107,15,Cargo
487,35.270546,-59.42378,68,Cargo
4,35.263416,-59.44992,82,Tanker
428,35.266556,-59.44156,39,Cargo
430,35.26357,-59.43137,48,Cargo
1315,35.263973,-59.446842,28,Cargo
334,35.263012,-59.455494,19,Tanker
1480,35.263042,-59.454548,5,Cargo
625,35.26244,-59.454098,4,Cargo
321,35.263836,-59.451405,65,Tanker
460,35.26863,-59.4565,34,Cargo
332,35.262913,-59.454956,12,Tanker
1413,35.26204,-59.45454,15,Cargo
1305,35.263107,-59.439938,34,Cargo
391,35.27317,-59.417477,94,Cargo
883,35.26339,-59.450012,28,Tanker
103,35.2635,-59.43175,44,Cargo
858,35.266384,-59.454773,34,Cargo
364,35.262604,-59.45543,0,Container
606,35.262875,-59.44856,14,Cargo
428,35.26933,-59.432835,61,Cargo
185,35.26444,-59.45316,11,Cargo
811,35.263668,-59.42857,62,Cargo
1489,35.263588,-59.456905,12,Cargo
563,35.263615,-59.42715,96,Cargo
799,35.26343,-59.45046,73,Tanker
1206,35.267223,-59.45284,52,Cargo
1514,35.270954,-59.44234,48,Cargo
1122,35.268818,-59.456135,41,Cargo
999,35.270496,-59.442432,78,Cargo
275,35.270966,-59.453655,56,Cargo
1541,35.2627,-59.455303,0,Cargo
558,35.264378,-59.452625,8,Cargo
1101,35.264416,-59.459698,13,Cargo
532,35.272434,-59.42069,91,Cargo
47,35.26326,-59.455517,32,Tanker
318,35.264343,-59.452408,12,Cargo
1083,35.262962,-59.44408,53,Container
765,35.263462,-59.448826,16,Cargo
1448,35.26408,-59.45442,26,Cargo
1135,35.26544,-59.45151,18,Cargo
1278,35.26277,-59.449356,21,Container
502,35.263187,-59.450054,12,Cargo
25,35.27039,-59.44279,32,Cargo
650,35.276016,-59.432407,74,Cargo
771,35.26527,-59.45082,15,Cargo
566,35.26331,-59.43073,68,Container
436,35.26331,-59.450226,22,Cargo
1294,35.26333,-59.4547,3,Cargo
1076,35.2633,-59.44832,14,Cargo
438,35.26285,-59.455334,6,Tanker
357,35.26483,-59.450165,22,Cargo
1533,35.264927,-59.45695,5,Cargo
1100,35.26589,-59.431473,54,Cargo
1081,35.262817,-59.45464,13,Tanker
1473,35.262844,-59.448544,14,Cargo
1372,35.26329,-59.450825,20,Container
49,35.265293,-59.453476,53,Tanker
271,35.262943,-59.453217,37,Tanker
1223,35.263798,-59.45637,26,Cargo
678,35.263424,-59.454807,55,Cargo
333,35.264008,-59.44609,19,Cargo
1395,35.262714,-59.452137,12,Cargo
513,35.26353,-59.42866,90,Cargo
610,35.27737,-59.424244,80,Cargo
1157,35.26769,-59.43533,68,Cargo
1025,35.262802,-59.449635,85,Tanker
413,35.263897,-59.45434,5,Cargo
460,35.272533,-59.454838,77,Cargo
1230,35.26353,-59.454926,17,Cargo
653,35.26312,-59.45521,15,Cargo
1385,35.263107,-59.455593,40,Tanker
1062,35.263653,-59.451344,62,Tanker
51,35.264652,-59.449905,11,Cargo
1283,35.26282,-59.450268,24,Container
605,35.263287,-59.45058,16,Cargo
1083,35.262722,-59.452114,17,Container
563,35.263214,-59.439087,59,Cargo
1395,35.26299,-59.444897,36,Cargo
1310,35.26446,-59.45242,22,Cargo
469,35.267014,-59.447018,27,Cargo
1321,35.264668,-59.451782,70,Tanker
1447,35.263577,-59.425842,98,Container
1206,35.265533,-59.45323,35,Cargo
314,35.265335,-59.450165,30,Cargo
1187,35.26335,-59.452484,12,Cargo
890,35.265717,-59.454117,52,Cargo
1092,35.2627,-59.455215,5,Tanker
275,35.266968,-59.45696,32,Cargo
530,35.265873,-59.445637,46,Tanker
187,35.262634,-59.45499,9,Tanker
1589,35.26823,-59.443844,44,Cargo
115,35.26274,-59.455334,0,Cargo
779,35.262417,-59.456284,1,Cargo
1421,35.263515,-59.4298,57,Cargo
513,35.262592,-59.45529,0,Cargo
269,35.26383,-59.453033,45,Tanker
829,35.26267,-59.454132,2,Cargo
589,35.267616,-59.436996,51,Cargo
925,35.2651,-59.43816,47,Cargo
592,35.262753,-59.452713,13,Cargo
261,35.26298,-59.455463,2,Cargo
1373,35.26363,-59.452244,8,Cargo
1306,35.263046,-59.45521,19,Cargo
1300,35.262814,-59.44681,18,Cargo
890,35.268578,-59.453888,83,Cargo
841,35.263065,-59.44199,38,Container
1193,35.26378,-59.450985,75,Tanker
483,35.26297,-59.44582,39,Cargo
986,35.26505,-59.450867,24,Cargo
1212,35.263027,-59.454132,22,Tanker
876,35.2637,-59.42442,73,Cargo
1247,35.26341,-59.45045,73,Tanker
320,35.262882,-59.447987,31,Cargo
1063,35.267834,-59.45509,23,Cargo
646,35.270523,-59.424988,86,Cargo
1083,35.2626,-59.45525,1,Container
1262,35.271973,-59.454014,94,Cargo
1357,35.262856,-59.448135,31,Cargo
902,35.263096,-59.439484,35,Cargo
576,35.263256,-59.45375,5,Cargo
1450,35.26343,-59.43338,98,Container
1208,35.263775,-59.444595,26,Cargo
1111,35.26681,-59.447147,26,Cargo
964,35.26398,-59.4508,70,Tanker
1273,35.262703,-59.454437,16,Tanker
1361,35.26363,-59.44746,19,Cargo
569,35.263275,-59.43761,41,Cargo
615,35.264126,-59.44475,26,Cargo
530,35.26269,-59.45525,2,Tanker
355,35.277576,-59.428608,83,Cargo
411,35.263325,-59.455795,7,Cargo
269,35.264507,-59.451675,69,Tanker
81,35.26576,-59.443157,45,Cargo
215,35.268276,-59.45763,47,Cargo
390,35.26328,-59.453537,32,Tanker
1371,35.26905,-59.45381,94,Cargo
520,35.265583,-59.45741,53,Cargo
1043,35.265438,-59.43722,83,Container
560,35.267475,-59.455868,82,Cargo
1188,35.263638,-59.455822,8,Cargo
764,35.264828,-59.451298,29,Cargo
1575,35.266376,-59.450916,63,Cargo
1115,35.26451,-59.45583,43,Cargo
927,35.263947,-59.45351,40,Tanker
469,35.263615,-59.453785,4,Cargo
393,35.26238,-59.452377,18,Cargo
525,35.266636,-59.449463,16,Cargo
152,35.265415,-59.45049,18,Cargo
197,35.263515,-59.432705,71,Cargo
246,35.26327,-59.436398,67,Container
1043,35.264492,-59.442585,59,Container
4,35.263134,-59.451565,55,Tanker
36,35.26655,-59.455128,47,Cargo
8,35.26294,-59.44707,15,Cargo
1325,35.26292,-59.44585,44,Container
1129,35.263885,-59.45074,14,Container
1455,35.26437,-59.453217,8,Cargo
999,35.271008,-59.440815,85,Cargo
617,35.263023,-59.45282,15,Tanker
1404,35.268673,-59.449432,70,Cargo
288,35.265488,-59.435444,71,Cargo
363,35.262646,-59.455456,0,Cargo
872,35.27126,-59.45094,80,Cargo
1451,35.265057,-59.44716,39,Cargo
382,35.262596,-59.455555,0,Tanker
1210,35.263065,-59.4558,20,Tanker
374,35.264904,-59.453045,9,Cargo
65,35.263172,-59.452374,6,Cargo
862,35.26529,-59.450237,27,Cargo
342,35.263565,-59.455383,38,Tanker
483,35.263016,-59.444427,46,Cargo
490,35.263275,-59.456837,12,Cargo
664,35.262867,-59.45348,31,Tanker
1142,35.262993,-59.453205,11,Container
151,35.263165,-59.451885,12,Tanker
1334,35.262627,-59.454937,9,Tanker
1525,35.262703,-59.45508,1,Cargo
889,35.264023,-59.445324,16,Cargo
856,35.26306,-59.444508,26,Cargo
638,35.26482,-59.442158,63,Cargo
1586,35.26282,-59.448986,18,Cargo
24,35.2645,-59.4427,39,Container
901,35.274044,-59.43918,63,Cargo
386,35.263065,-59.45555,22,Cargo
647,35.263325,-59.452698,43,Tanker
1308,35.263325,-59.455624,20,Tanker
805,35.267963,-59.43816,51,Container
48,35.263977,-59.453114,46,Tanker
1380,35.262836,-59.44818,18,Cargo
661,35.26391,-59.453568,37,Tanker
1573,35.262897,-59.45487,1,Cargo
891,35.265617,-59.430584,69,Cargo
563,35.262707,-59.45259,8,Cargo
982,35.26286,-59.45515,7,Tanker
314,35.265377,-59.449947,31,Cargo
449,35.26262,-59.455074,5,Tanker
1457,35.262806,-59.44901,25,Container
343,35.270466,-59.456295,81,Cargo
1435,35.263004,-59.453876,8,Cargo
575,35.263523,-59.45203,12,Cargo
1286,35.263046,-59.445316,18,Cargo
920,35.264767,-59.440624,30,Cargo
589,35.271564,-59.42422,86,Cargo
690,35.262737,-59.454712,14,Tanker
570,35.264652,-59.45491,15,Cargo
141,35.26476,-59.447235,29,Cargo
1345,35.26265,-59.454327,17,Tanker
441,35.26692,-59.455273,61,Cargo
677,35.262768,-59.45483,11,Tanker
1294,35.278484,-59.432316,80,Cargo
263,35.275677,-59.4305,63,Cargo
326,35.262936,-59.445972,45,Cargo
763,35.262615,-59.45442,2,Cargo
207,35.26274,-59.45103,60,Tanker
4,35.26263,-59.45555,0,Tanker
93,35.263664,-59.45104,24,Cargo
1568,35.27319,-59.45529,48,Cargo
6,35.263653,-59.447666,17,Cargo
1206,35.265263,-59.453304,33,Cargo
1453,35.26676,-59.441162,48,Cargo
267,35.263344,-59.434772,55,Cargo
634,35.265446,-59.449207,17,Cargo
1448,35.26315,-59.455395,14,Cargo
779,35.263607,-59.45633,17,Cargo
1492,35.263615,-59.451797,14,Cargo
1021,35.268967,-59.44641,25,Cargo
267,35.26303,-59.442707,30,Cargo
24,35.266552,-59.429287,70,Container
1021,35.27466,-59.433506,57,Cargo
1552,35.262466,-59.455242,1,Cargo
898,35.2639,-59.445095,42,Container
1264,35.27086,-59.44139,84,Cargo
1493,35.26267,-59.45546,0,Cargo
1487,35.26504,-59.447887,18,Cargo
50,35.26341,-59.454147,4,Cargo
987,35.263165,-59.451294,10,Cargo
1535,35.268353,-59.43506,96,Container
293,35.263264,-59.451275,12,Cargo
75,35.265926,-59.432163,81,Cargo
353,35.26514,-59.433872,43,Cargo
732,35.262817,-59.449505,19,Container
504,35.263966,-59.454784,16,Cargo
380,35.264713,-59.441483,62,Container
814,35.272125,-59.417095,77,Cargo
16,35.262634,-59.455227,4,Tanker
176,35.26652,-59.44211,36,Cargo
1398,35.26405,-59.45343,41,Tanker
880,35.264027,-59.45033,84,Tanker
342,35.263523,-59.45546,36,Tanker
1516,35.262943,-59.45451,17,Tanker
894,35.263622,-59.448345,17,Cargo
1157,35.268307,-59.433132,76,Cargo
78,35.264187,-59.449543,13,Cargo
720,35.262634,-59.454834,1,Cargo
58,35.263077,-59.454388,3,Cargo
1016,35.263985,-59.455532,82,Cargo
927,35.26448,-59.45221,63,Tanker
273,35.263237,-59.45548,32,Cargo
585,35.262993,-59.454376,3,Cargo
1181,35.263126,-59.455643,43,Cargo
46,35.26275,-59.45485,2,Cargo
656,35.26641,-59.443558,45,Cargo
129,35.263203,-59.44919,15,Cargo
58,35.262756,-59.45522,1,Cargo
857,35.2628,-59.453945,22,Tanker
897,35.2644,-59.410995,90,Cargo
1236,35.263603,-59.449207,21,Container
378,35.26428,-59.406788,90,Cargo
1147,35.266895,-59.449326,38,Cargo
257,35.263714,-59.452343,13,Cargo
1252,35.264484,-59.451855,20,Cargo
1080,35.262882,-59.45349,3,Cargo
744,35.26436,-59.44488,51,Cargo
1342,35.265514,-59.437866,34,Cargo
1512,35.2651,-59.437225,92,Tanker
657,35.26822,-59.44527,52,Cargo
731,35.262722,-59.451916,7,Cargo
238,35.266514,-59.447628,47,Cargo
399,35.26531,-59.455265,30,Cargo
202,35.262707,-59.45537,0,Cargo
111,35.262962,-59.45404,4,Cargo
708,35.262814,-59.455082,8,Tanker
119,35.26504,-59.45522,29,Cargo
109,35.265553,-59.450363,14,Cargo
970,35.26575,-59.4494,23,Cargo
653,35.265366,-59.454716,68,Cargo
100,35.263535,-59.448223,21,Container
626,35.263485,-59.44962,88,Tanker
144,35.263103,-59.451965,17,Cargo
1319,35.27457,-59.457912,59,Cargo
1106,35.26366,-59.45218,16,Cargo
568,35.26288,-59.453598,30,Tanker
1236,35.266148,-59.43193,79,Container
95,35.262665,-59.455048,8,Tanker
1097,35.26297,-59.44493,23,Cargo
399,35.267582,-59.452637,56,Cargo
983,35.269768,-59.444508,32,Cargo
148,35.265213,-59.44644,47,Tanker
145,35.26497,-59.45657,47,Tanker
1132,35.26306,-59.43957,33,Cargo
381,35.264484,-59.447514,23,Cargo
403,35.265186,-59.450893,83,Tanker
1088,35.263454,-59.45653,12,Cargo
249,35.267704,-59.453564,52,Cargo
356,35.26317,-59.455948,2,Cargo
1128,35.272137,-59.442287,45,Cargo
859,35.269253,-59.442265,42,Cargo
590,35.263103,-59.45191,53,Tanker
638,35.26507,-59.440475,71,Cargo
246,35.262814,-59.449142,23,Container
302,35.2633,-59.455784,4,Cargo
36,35.26625,-59.4546,42,Cargo
1050,35.27093,-59.440388,42,Cargo
621,35.26337,-59.45328,5,Cargo
894,35.264187,-59.443394,28,Cargo
1527,35.264664,-59.451965,63,Tanker
1376,35.26265,-59.454906,0,Cargo
493,35.2635,-59.431843,57,Cargo
128,35.263134,-59.4518,15,Container
520,35.263306,-59.456676,8,Cargo
281,35.262814,-59.450806,19,Container
1591,35.269398,-59.43326,76,Cargo
1450,35.263386,-59.435287,89,Container
1203,35.262676,-59.453724,28,Tanker
496,35.26328,-59.45331,7,Cargo
1320,35.263058,-59.45081,11,Cargo
814,35.271908,-59.418396,75,Cargo
1567,35.262844,-59.454685,3,Container
1414,35.26284,-59.45512,0,Cargo
91,35.262733,-59.45229,47,Tanker
920,35.264828,-59.44009,31,Cargo
329,35.272827,-59.44537,74,Cargo
694,35.262646,-59.455536,5,Tanker
1528,35.265827,-59.453953,24,Cargo
420,35.26302,-59.444447,23,Cargo
1404,35.265976,-59.456253,21,Cargo
205,35.263023,-59.45608,20,Cargo
747,35.262936,-59.45551,7,Cargo
383,35.270367,-59.443573,41,Cargo
1469,35.262592,-59.455616,0,Tanker
275,35.264973,-59.457592,14,Cargo
798,35.264126,-59.44991,11,Cargo
382,35.266506,-59.448948,32,Tanker
1258,35.263783,-59.452465,8,Cargo
1201,35.262897,-59.4545,16,Tanker
1572,35.264103,-59.450756,14,Cargo
1319,35.278393,-59.45931,95,Cargo
381,35.263058,-59.454174,3,Cargo
1394,35.262646,-59.455383,3,Tanker
894,35.26317,-59.450974,11,Cargo
393,35.262814,-59.455597,0,Cargo
1566,35.265163,-59.45668,15,Cargo
144,35.265026,-59.438477,78,Cargo
456,35.26273,-59.451874,19,Tanker
1115,35.264484,-59.455826,44,Cargo
128,35.265667,-59.433804,98,Container
385,35.262695,-59.45512,1,Cargo
426,35.26327,-59.455704,33,Cargo
569,35.2627,-59.453075,5,Cargo
1247,35.262936,-59.453487,31,Tanker
1046,35.262753,-59.45462,13,Tanker
1447,35.2627,-59.45262,8,Container
558,35.268024,-59.444565,32,Cargo
617,35.263126,-59.451847,21,Tanker
385,35.262978,-59.45458,3,Cargo
1514,35.266438,-59.449116,24,Cargo
1185,35.26284,-59.4483,14,Container
248,35.26263,-59.453964,7,Cargo
216,35.26335,-59.454166,25,Tanker
1002,35.263046,-59.443737,54,Tanker
454,35.26276,-59.451366,60,Tanker
1100,35.26901,-59.412693,89,Cargo
948,35.262653,-59.453445,7,Container
722,35.263992,-59.450638,75,Tanker
1157,35.26878,-59.43045,85,Cargo
1113,35.263325,-59.433765,51,Container
572,35.271603,-59.419178,91,Cargo
1034,35.263294,-59.45096,17,Container
626,35.262936,-59.453735,27,Tanker
1575,35.265663,-59.450993,47,Cargo
1411,35.262627,-59.454575,14,Tanker
1395,35.262638,-59.45453,2,Cargo
1250,35.26493,-59.4482,19,Cargo
884,35.264545,-59.443394,56,Cargo
1217,35.26269,-59.454792,1,Cargo
926,35.262844,-59.450108,17,Cargo
236,35.26267,-59.455444,0,Cargo
535,35.26559,-59.448612,74,Tanker
1324,35.263325,-59.45076,17,Container
1117,35.262775,-59.45104,10,Cargo
999,35.264362,-59.453323,14,Cargo
31,35.269398,-59.427204,65,Cargo
1380,35.262787,-59.44898,16,Cargo
1109,35.263294,-59.450283,75,Tanker
221,35.26269,-59.454685,13,Tanker
1090,35.263256,-59.454712,4,Cargo
1326,35.26259,-59.455334,3,Tanker
1501,35.264034,-59.44781,13,Cargo
65,35.263504,-59.450176,11,Cargo
1470,35.26819,-59.45821,81,Cargo
1303,35.263607,-59.45546,32,Tanker
598,35.262707,-59.452625,11,Container
283,35.26276,-59.451115,22,Cargo
236,35.26333,-59.45343,9,Cargo
1568,35.263622,-59.455524,2,Cargo
641,35.263622,-59.45171,16,Cargo
399,35.264328,-59.45537,17,Cargo
788,35.26976,-59.450867,84,Cargo
206,35.26553,-59.436462,94,Container
1073,35.263012,-59.454357,2,Cargo
1125,35.26297,-59.453094,7,Cargo
1053,35.263012,-59.455963,6,Cargo
1309,35.26579,-59.45434,48,Cargo
1587,35.263752,-59.45109,68,Tanker
1305,35.26283,-59.450684,14,Cargo
1355,35.262714,-59.45198,6,Cargo
1537,35.26273,-59.454407,2,Cargo
1446,35.264507,-59.441956,32,Container
646,35.26848,-59.436142,53,Cargo
1333,35.263187,-59.45146,11,Container
1073,35.27266,-59.42091,90,Cargo
1566,35.26808,-59.45778,42,Cargo
1404,35.261776,-59.45488,2,Cargo
251,35.268192,-59.44524,57,Cargo
268,35.263912,-59.455795,97,Tanker
114,35.266846,-59.44775,19,Cargo
933,35.26268,-59.452866,37,Tanker
116,35.274357,-59.43472,64,Cargo
1334,35.262745,-59.451168,61,Tanker
1264,35.268238,-59.444885,61,Cargo
953,35.26311,-59.453693,6,Cargo
1504,35.265408,-59.455265,21,Cargo
517,35.26383,-59.45053,22,Container
752,35.26263,-59.455555,1,Tanker
1409,35.262745,-59.45099,11,Cargo
913,35.264256,-59.45419,17,Cargo
1114,35.270565,-59.437836,44,Cargo
1304,35.263054,-59.442734,44,Cargo
399,35.26315,-59.455643,5,Cargo
432,35.270744,-59.440365,95,Cargo
274,35.26653,-59.441257,33,Cargo
182,35.263287,-59.43268,74,Cargo
1032,35.26633,-59.447918,39,Cargo
1209,35.26618,-59.453312,25,Cargo
406,35.2639,-59.45023,20,Container
1346,35.26317,-59.456593,7,Cargo
677,35.263386,-59.452637,42,Tanker
997,35.26314,-59.451466,54,Tanker
591,35.26269,-59.45265,5,Cargo
1155,35.263035,-59.454952,13,Tanker
933,35.262638,-59.454044,21,Tanker
731,35.26276,-59.451183,10,Cargo
1366,35.26373,-59.450863,17,Cargo
1002,35.262634,-59.454163,7,Tanker
366,35.263325,-59.45088,75,Tanker
534,35.267628,-59.447113,36,Tanker
289,35.263,-59.454178,22,Tanker
34,35.262787,-59.45451,1,Cargo
1208,35.262608,-59.455456,0,Cargo
1030,35.264923,-59.43896,35,Cargo
1422,35.262737,-59.454834,9,Tanker
47,35.263393,-59.455463,42,Tanker
1530,35.262592,-59.45499,7,Tanker
866,35.26402,-59.453888,15,Cargo
1371,35.267536,-59.456287,63,Cargo
381,35.263348,-59.452957,7,Cargo
42,35.26268,-59.455395,2,Tanker
1358,35.262646,-59.454403,2,Cargo
1352,35.263268,-59.45548,6,Cargo
1328,35.265347,-59.45009,24,Cargo
15,35.264088,-59.454388,4,Cargo
406,35.263126,-59.453,10,Container
31,35.263744,-59.449215,18,Cargo
1193,35.263767,-59.451046,74,Tanker
1563,35.26425,-59.44508,51,Container
349,35.265144,-59.44824,17,Cargo
140,35.26273,-59.452816,6,Cargo
553,35.26399,-59.44789,14,Cargo
1221,35.262756,-59.4552,1,Cargo
1042,35.262604,-59.454956,2,Cargo
1527,35.26285,-59.455273,6,Tanker
1362,35.2635,-59.431183,62,Cargo
699,35.267902,-59.435932,60,Cargo
533,35.265278,-59.451992,17,Cargo
1147,35.266186,-59.450497,30,Cargo
507,35.264175,-59.452656,15,Cargo
869,35.26455,-59.44806,18,Cargo
252,35.262768,-59.45396,25,Tanker
542,35.269688,-59.452427,61,Cargo
326,35.26303,-59.44322,57,Cargo
619,35.264973,-59.450207,23,Cargo
1321,35.26408,-59.452732,52,Tanker
375,35.262524,-59.457348,8,Cargo
232,35.26562,-59.45178,14,Cargo
218,35.263172,-59.454754,5,Cargo
1074,35.262665,-59.453262,5,Cargo
1294,35.270874,-59.443253,39,Cargo
401,35.262592,-59.455566,0,Tanker
1129,35.26267,-59.455154,1,Container
617,35.26283,-59.454052,9,Tanker
262,35.267742,-59.43604,46,Tanker
811,35.26418,-59.413258,93,Cargo
1468,35.26356,-59.45282,6,Cargo
967,35.2662,-59.441605,33,Cargo
1009,35.262924,-59.454742,14,Tanker
324,35.26378,-59.44801,28,Cargo
378,35.26282,-59.447723,11,Cargo
1431,35.266224,-59.44421,28,Cargo
651,35.263077,-59.451733,17,Container
1534,35.264423,-59.453,8,Cargo
910,35.262928,-59.454258,19,Tanker
1211,35.264378,-59.449524,21,Container
541,35.269226,-59.407787,94,Cargo
146,35.272053,-59.425,68,Cargo
308,35.26298,-59.45564,0,Cargo
178,35.262665,-59.45558,0,Tanker
1459,35.26427,-59.452526,10,Cargo
1355,35.262745,-59.450886,8,Cargo
