Trajectory_ID,Order,Latitude,Longitude,Latitude_2,Longitude_2,Bearing,Type
3,0,35.26257,-59.455128,35.262543,-59.45448,92.9210758596184,Tanker
3,2,35.262543,-59.45448,35.262554,-59.453625,89.0970415847935,Tanker
3,4,35.262554,-59.453625,35.262543,-59.452927,91.1055097887381,Tanker
3,6,35.262543,-59.452927,35.262543,-59.451885,89.9996992143458,Tanker
3,8,35.262543,-59.451885,35.262543,-59.449703,89.9993701395549,Tanker
3,12,35.262543,-59.449703,35.262505,-59.448742,92.7722720696247,Tanker
3,14,35.262505,-59.448742,35.262535,-59.447266,88.5736266845583,Tanker
3,17,35.262535,-59.447266,,,,Tanker
8,0,35.262604,-59.45509,35.26262,-59.454227,88.6990024827113,Tanker
8,2,35.26262,-59.454227,35.262646,-59.45305,88.4499524810657,Tanker
8,4,35.262646,-59.45305,35.262684,-59.45162,88.1355554146767,Tanker
8,6,35.262684,-59.45162,35.262688,-59.45049,89.75128160882,Tanker
8,8,35.262688,-59.45049,35.26267,-59.448772,90.7346687073928,Tanker
8,12,35.26267,-59.448772,35.262684,-59.44762,89.1469550704228,Tanker
8,14,35.262684,-59.44762,35.262714,-59.446323,88.3769774941639,Tanker
8,17,35.262714,-59.446323,,,,Tanker
9,0,35.262592,-59.455097,35.262604,-59.45439,88.808943480262,Tanker
9,2,35.262604,-59.45439,35.262585,-59.453335,91.2632365524641,Tanker
9,4,35.262585,-59.453335,35.26257,-59.452465,91.2094163870601,Tanker
9,6,35.26257,-59.452465,35.262585,-59.451702,88.620534900208,Tanker
9,8,35.262585,-59.451702,35.26253,-59.449757,91.9829192919937,Tanker
9,12,35.26253,-59.449757,35.26254,-59.44878,89.2815252362807,Tanker
9,14,35.26254,-59.44878,35.262543,-59.447582,89.8239340874552,Tanker
9,17,35.262543,-59.447582,,,,Tanker
10,0,35.262547,-59.45532,35.26273,-59.454098,79.6067007919562,Tanker
10,3,35.26273,-59.454098,35.263077,-59.45273,72.7418361612408,Tanker
10,6,35.263077,-59.45273,35.26263,-59.450634,104.637363659784,Tanker
10,10,35.26263,-59.450634,35.26261,-59.448944,90.8298821798957,Tanker
10,13,35.26261,-59.448944,35.262486,-59.447636,96.6222779552768,Tanker
10,16,35.262486,-59.447636,35.262554,-59.446552,85.6064404487196,Tanker
10,19,35.262554,-59.446552,35.262585,-59.445583,87.7559709531463,Tanker
10,22,35.262585,-59.445583,,,,Tanker
12,0,35.262547,-59.455215,35.262604,-59.454147,86.2599226818701,Tanker
12,3,35.262604,-59.454147,35.262367,-59.45358,117.108576814823,Tanker
12,5,35.262367,-59.45358,35.26247,-59.451443,86.6211724366952,Tanker
12,10,35.26247,-59.451443,35.262836,-59.450214,69.9614686773067,Tanker
12,13,35.262836,-59.450214,35.2625,-59.447002,97.2997545193977,Tanker
12,22,35.2625,-59.447002,35.26337,-59.44507,61.1224586492734,Tanker
12,28,35.26337,-59.44507,35.26311,-59.443253,99.9396156134878,Tanker
12,32,35.26311,-59.443253,,,,Tanker
15,0,35.262783,-59.455273,35.26372,-59.451797,71.7288259531683,Tanker
15,10,35.26372,-59.451797,35.262283,-59.445705,106.11180826828,Tanker
15,26,35.262283,-59.445705,35.26247,-59.44411,81.8284482223026,Tanker
15,31,35.26247,-59.44411,35.261993,-59.441864,104.579009648083,Tanker
15,36,35.261993,-59.441864,35.262268,-59.440388,77.1458225735713,Tanker
15,42,35.262268,-59.440388,35.260098,-59.433533,111.188662572376,Tanker
15,63,35.260098,-59.433533,35.26148,-59.42976,65.8384830631064,Tanker
15,74,35.26148,-59.42976,,,,Tanker
37,0,35.262577,-59.455166,35.262493,-59.45291,92.6102939366739,Tanker
37,6,35.262493,-59.45291,35.262516,-59.450363,89.3656295083081,Tanker
37,11,35.262516,-59.450363,35.262478,-59.448177,91.2189929664278,Tanker
37,16,35.262478,-59.448177,35.262497,-59.446697,89.0988022491755,Tanker
37,20,35.262497,-59.446697,35.262547,-59.445263,87.5543807491693,Tanker
37,24,35.262547,-59.445263,35.262558,-59.443485,89.5653655206085,Tanker
37,28,35.262558,-59.443485,35.262585,-59.44224,88.4782146004293,Tanker
37,32,35.262585,-59.44224,,,,Tanker
43,0,35.262638,-59.455166,35.262653,-59.449844,89.8006877424323,Tanker
43,15,35.262653,-59.449844,35.262447,-59.447704,96.7231360583685,Tanker
43,20,35.262447,-59.447704,35.26268,-59.43767,88.3680954245575,Tanker
43,47,35.26268,-59.43767,35.262486,-59.43487,94.8494308018086,Tanker
43,56,35.262486,-59.43487,35.26251,-59.430866,89.5782459162593,Tanker
43,65,35.26251,-59.430866,35.262268,-59.42744,94.9433204921259,Tanker
43,73,35.262268,-59.42744,35.262207,-59.423508,91.0873458620936,Tanker
43,85,35.262207,-59.423508,,,,Tanker
51,0,35.262726,-59.45518,35.263103,-59.453617,73.542064105794,Tanker
51,3,35.263103,-59.453617,35.2632,-59.452145,85.3854932403169,Tanker
51,5,35.2632,-59.452145,35.26314,-59.45113,94.1405606214874,Tanker
51,8,35.26314,-59.45113,35.263493,-59.44772,82.7734482604007,Tanker
51,15,35.263493,-59.44772,35.26349,-59.446762,90.2194674749073,Tanker
51,18,35.26349,-59.446762,35.26325,-59.445312,101.45894679521,Tanker
51,21,35.26325,-59.445312,35.26331,-59.444946,78.6472664632196,Tanker
51,22,35.26331,-59.444946,,,,Tanker
59,0,35.262745,-59.45537,35.263035,-59.454315,71.3937092786999,Tanker
59,2,35.263035,-59.454315,35.26326,-59.453487,71.5920088099194,Tanker
59,4,35.26326,-59.453487,35.26321,-59.45291,96.0578943061298,Tanker
59,7,35.26321,-59.45291,35.263035,-59.452374,111.794527493265,Tanker
59,10,35.263035,-59.452374,35.26286,-59.45166,106.708353436793,Tanker
