Trajectory_ID,Order,Latitude,Longitude,Latitude_2,Longitude_2,Bearing,Type
4,0,35.26263,-59.45555,35.262695,-59.455112,79.6987808306193,Tanker
4,5,35.262695,-59.455112,35.26273,-59.45486,80.3463170851004,Tanker
4,8,35.26273,-59.45486,35.26277,-59.45467,75.5419375342411,Tanker
4,11,35.26277,-59.45467,35.262814,-59.454304,81.6241736744773,Tanker
4,17,35.262814,-59.454304,35.262867,-59.453876,81.3761472564918,Tanker
4,23,35.262867,-59.453876,35.262913,-59.45341,83.1065273097409,Tanker
4,29,35.262913,-59.45341,35.26296,-59.45296,82.7104370852205,Tanker
4,35,35.26296,-59.45296,35.26303,-59.45254,78.4631129735801,Tanker
4,41,35.26303,-59.45254,35.26306,-59.452057,85.6497572479984,Tanker
4,47,35.26306,-59.452057,35.2631,-59.451794,79.4483657660268,Tanker
4,51,35.2631,-59.451794,35.26314,-59.451492,80.785918519411,Tanker
4,56,35.26314,-59.451492,35.263195,-59.451153,78.7615012656016,Tanker
4,61,35.263195,-59.451153,35.263245,-59.450848,78.647292259638,Tanker
4,66,35.263245,-59.450848,35.26331,-59.45058,73.4562784320348,Tanker
4,70,35.26331,-59.45058,35.26336,-59.450306,77.4018746209041,Tanker
4,75,35.26336,-59.450306,35.26341,-59.450047,76.6975203356749,Tanker
4,80,35.26341,-59.450047,35.263435,-59.44972,84.6506797508544,Tanker
4,85,35.263435,-59.44972,,,,Tanker
5,0,35.262592,-59.455547,35.262753,-59.455105,65.9578388533429,Tanker
5,6,35.262753,-59.455105,35.26283,-59.454865,68.548517167767,Tanker
5,9,35.26283,-59.454865,35.262905,-59.45459,71.5298252434995,Tanker
5,13,35.262905,-59.45459,35.263012,-59.454163,72.9387387618237,Tanker
5,19,35.263012,-59.454163,35.263065,-59.45399,69.4336280876224,Tanker
5,22,35.263065,-59.45399,35.263187,-59.45368,64.26636211628,Tanker
5,26,35.263187,-59.45368,35.263348,-59.45329,63.1790549125255,Tanker
5,32,35.263348,-59.45329,35.263412,-59.453114,65.9938510553461,Tanker
5,35,35.263412,-59.453114,35.26347,-59.45286,74.3755932299486,Tanker
5,39,35.26347,-59.45286,35.263557,-59.452515,72.8368393454203,Tanker
5,45,35.263557,-59.452515,35.263687,-59.452114,68.3445448347343,Tanker
5,52,35.263687,-59.452114,35.263813,-59.451855,59.2127152985303,Tanker
5,56,35.263813,-59.451855,35.263973,-59.451492,61.6384288092818,Tanker
5,61,35.263973,-59.451492,35.26408,-59.451107,71.2022330441225,Tanker
5,67,35.26408,-59.451107,35.264164,-59.450806,71.1300935561636,Tanker
5,73,35.264164,-59.450806,35.26431,-59.450382,67.1333922986718,Tanker
5,79,35.26431,-59.450382,35.264393,-59.449963,76.3628081845491,Tanker
5,85,35.264393,-59.449963,,,,Tanker
16,0,35.262596,-59.455555,35.262634,-59.455227,81.9242238344241,Tanker
16,4,35.262634,-59.455227,35.262646,-59.455074,84.5131664338242,Tanker
16,6,35.262646,-59.455074,35.262665,-59.454926,81.0646402681607,Tanker
16,9,35.262665,-59.454926,35.262707,-59.454636,79.9417950588621,Tanker
16,13,35.262707,-59.454636,35.26276,-59.454285,79.5226025260802,Tanker
16,18,35.26276,-59.454285,35.26282,-59.453995,75.7809856112871,Tanker
16,22,35.26282,-59.453995,35.26288,-59.453594,79.615639524495,Tanker
16,27,35.26288,-59.453594,35.262928,-59.453236,80.6746597166835,Tanker
16,32,35.262928,-59.453236,35.262985,-59.452866,79.3152944795458,Tanker
16,37,35.262985,-59.452866,35.263046,-59.45259,74.8539427615592,Tanker
16,41,35.263046,-59.45259,35.26311,-59.452236,77.5149412235414,Tanker
16,46,35.26311,-59.452236,35.263157,-59.451984,77.1331116346263,Tanker
16,50,35.263157,-59.451984,35.26321,-59.45163,79.6093939461401,Tanker
16,55,35.26321,-59.45163,35.26325,-59.451344,80.2800220404064,Tanker
